KeyLexemes	ConstrIndex	PlaceC	Phrase	Form	Role	ExIndex
встревожить,тревожить	10439	1	пусто	NULL	NULL	126877
встревожить,тревожить	10439	2	по ночам	NULL	NULL	126878
встретить,встретить,встречать,встречать	1904	1	Только однажды	ADV	узуальность	54401
встретить,встречать	1898	1	раньше	ADV	время	54419
встретить,встречать	1899	1	Сегодня	ADV	время	54410
встретить,встречать	1899	1	Как-то раз	Sacc	узуальность	54416
встретить,встречать	1901	1	наконец	PARENTH	дискурс	54403
вступать,вступать,вступить,вступить	1922	1	под звон колоколов	под + Sacc	одновременность	54517
вступать,вступать,вступить,вступить	1923	1	Там	ADV	место	54507
вступать,вступать,вступить,вступить	1924	1	В мае 2001 года	в + Sloc	время	54509
вступать,вступать,вступить,вступить	16989	1	твёрдо	ADV	образ действия	54513
вступать,вступить	1922	1	25 октября ( вместо 19 октября) 1950 г.	Sgen	время	54508
вступать,вступить	1923	2	на год позже УК	ADVcomp	время	54512
вступать,вступить	1924	1	в апреле 2003 года	в + Sloc	время	54505
вступать,вступить	16989	1	Вчера	ADV	время	54518
вступить	12109	1	27 января	Sgen	время	54514
вступить	12109	1	не позже середины апреля	позже + Sgen	время	54515
